1, extreme_hills, still_life:alpine_heathlands, MONSTER, minecraft:spider, 80, 4, 4
367, none, still_life:arctic_tundra, CREATURE, minecraft:fox, 10, 1, 2
368, none, still_life:arctic_tundra, AMBIENT, minecraft:bat,80, 8, 8
369, none, still_life:arctic_tundra, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
370, none, still_life:arctic_tundra, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
371, none, still_life:arctic_tundra, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
372, none, still_life:arctic_tundra, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
373, none, still_life:arctic_tundra, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
374, none, still_life:arctic_tundra, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
375, none, still_life:arctic_tundra, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
376, none, still_life:arctic_tundra, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
377, none, still_life:arctic_tundra, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
378, none, still_life:arctic_tundra, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
379, swamp, still_life:arctic_wetlands, MONSTER, minecraft:spider, 80, 4, 4
380, swamp, still_life:arctic_wetlands, MONSTER, minecraft:zombie, 80, 4, 4
381, swamp, still_life:arctic_wetlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
382, swamp, still_life:arctic_wetlands, MONSTER, minecraft:skeleton, 10, 4, 4
383, swamp, still_life:arctic_wetlands, MONSTER, minecraft:creeper, 80, 4, 4
384, swamp, still_life:arctic_wetlands, MONSTER, minecraft:slime, 80, 4, 4
385, swamp, still_life:arctic_wetlands, MONSTER, minecraft:enderman, 5, 1, 4
386, swamp, still_life:arctic_wetlands, MONSTER, minecraft:witch, 5, 1, 1
387, swamp, still_life:arctic_wetlands, MONSTER, minecraft:stray, 80, 4, 4
388, swamp, still_life:arctic_wetlands, CREATURE, minecraft:polar_bear, 10, 1, 2
389, swamp, still_life:arctic_wetlands, CREATURE, minecraft:pig, 10, 4, 4
390, swamp, still_life:arctic_wetlands, CREATURE, minecraft:fox, 10, 1, 2
391, swamp, still_life:arctic_wetlands, CREATURE, minecraft:chicken, 0, 4, 4
392, swamp, still_life:arctic_wetlands, CREATURE, minecraft:cow, 0, 4, 4
393, swamp, still_life:arctic_wetlands, CREATURE, minecraft:horse, 0, 2, 6
394, swamp, still_life:arctic_wetlands, CREATURE, minecraft:donkey, 0, 1, 1
395, swamp, still_life:arctic_wetlands, CREATURE, exoticbirds:pigeon, 12, 2, 5
396, swamp, still_life:arctic_wetlands, CREATURE, epichunt:duck,0, 1, 3
397, swamp, still_life:arctic_wetlands, CREATURE, epichunt:drake,0, 1, 3
398, swamp, still_life:arctic_wetlands, CREATURE, epichunt:goose, 10, 2, 4
399, swamp, still_life:arctic_wetlands, CREATURE, epichunt:white_stork, 12, 2, 2
400, swamp, still_life:arctic_wetlands, CREATURE, epichunt:common_crane, 12, 2, 2
401, swamp, still_life:arctic_wetlands, CREATURE, epichunt:loon, 12, 2, 4
402, swamp, still_life:arctic_wetlands, AMBIENT, minecraft:bat,80, 8, 8
403, swamp, still_life:arctic_wetlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
404, swamp, still_life:arctic_wetlands, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
405, swamp, still_life:arctic_wetlands, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
406, swamp, still_life:arctic_wetlands, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
407, swamp, still_life:arctic_wetlands, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
408, swamp, still_life:arctic_wetlands, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
417, swamp, still_life:arctic_wetlands, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
418, swamp, still_life:arctic_wetlands, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
419, swamp, still_life:arctic_wetlands, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
420, swamp, still_life:arctic_wetlands, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
421, beach, still_life:arid_beach, MONSTER, minecraft:spider, 10, 4, 4
422, beach, still_life:arid_beach, MONSTER, minecraft:zombie, 10, 4, 4
423, beach, still_life:arid_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
424, beach, still_life:arid_beach, MONSTER, minecraft:skeleton, 80, 4, 4
425, beach, still_life:arid_beach, MONSTER, minecraft:creeper, 50, 4, 4
426, beach, still_life:arid_beach, MONSTER, minecraft:slime, 80, 4, 4
427, beach, still_life:arid_beach, MONSTER, minecraft:enderman, 5, 1, 4
428, beach, still_life:arid_beach, MONSTER, minecraft:witch, 5, 1, 1
429, beach, still_life:arid_beach, MONSTER, minecraft:husk, 80, 4, 5
430, beach, still_life:arid_beach, CREATURE, exoticbirds:booby, 10, 2, 5
431, beach, still_life:arid_beach, CREATURE, exoticbirds:duck, 10, 2, 5
432, beach, still_life:arid_beach, CREATURE, exoticbirds:flamingo, 10, 2, 5
433, beach, still_life:arid_beach, CREATURE, exoticbirds:gull, 12, 2, 5
434, beach, still_life:arid_beach, CREATURE, exoticbirds:heron, 10, 2, 5
435, beach, still_life:arid_beach, CREATURE, exoticbirds:pelican, 10, 2, 5
436, beach, still_life:arid_beach, CREATURE, exoticbirds:pigeon, 12, 2, 5
437, beach, still_life:arid_beach, CREATURE, exoticbirds:swan, 10, 2, 5
438, beach, still_life:arid_beach, CREATURE, epichunt:goat, 10, 1, 3
439, beach, still_life:arid_beach, CREATURE, epichunt:great_auk, 12, 2, 4
440, beach, still_life:arid_beach, CREATURE, epichunt:razorbill, 12, 2, 4
442, beach, still_life:arid_beach, CREATURE, epichunt:owl, 12, 1, 2
443, beach, still_life:arid_beach, AMBIENT, minecraft:bat,80, 8, 8
444, beach, still_life:arid_beach, AMBIENT, epichunt:kestrel, 10, 1, 1
445, beach, still_life:arid_beach, AMBIENT, epichunt:eagle, 10, 1, 1
446, beach, still_life:arid_beach, AMBIENT, epichunt:hawk, 10, 1, 1
447, beach, still_life:arid_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
448, beach, still_life:arid_beach, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
449, beach, still_life:arid_beach, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
450, beach, still_life:arid_beach, WATER_AMBIENT, epichunt:bass, 70, 3, 5
451, beach, still_life:arid_beach, WATER_AMBIENT, epichunt:halibut, 70, 3, 5
452, beach, still_life:arid_beach, WATER_AMBIENT, epichunt:mackerel, 80, 8, 10
453, beach, still_life:arid_beach, WATER_AMBIENT, epichunt:herring, 80, 7, 10
454, beach, still_life:arid_beach, WATER_AMBIENT, epichunt:sardine, 80, 8, 10
455, beach, still_life:arid_beach, WATER_AMBIENT, epichunt:pollock, 70, 3, 5
456, beach, still_life:arid_beach, WATER_AMBIENT, epichunt:sturgeon, 20, 1, 1
465, beach, still_life:arid_beach, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
466, beach, still_life:arid_beach, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
467, beach, still_life:arid_beach, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
468, none, still_life:arid_desert, MONSTER, minecraft:spider, 10, 4, 4
469, none, still_life:arid_desert, MONSTER, minecraft:zombie, 10, 4, 4
470, none, still_life:arid_desert, MONSTER, minecraft:zombie_villager, 10, 1, 1
471, none, still_life:arid_desert, MONSTER, minecraft:skeleton, 80, 4, 4
472, none, still_life:arid_desert, MONSTER, minecraft:creeper, 50, 4, 4
473, none, still_life:arid_desert, MONSTER, minecraft:slime, 80, 4, 4
474, none, still_life:arid_desert, MONSTER, minecraft:enderman, 5, 1, 4
475, none, still_life:arid_desert, MONSTER, minecraft:witch, 5, 1, 1
476, none, still_life:arid_desert, MONSTER, minecraft:husk, 80, 4, 5
477, none, still_life:arid_desert, CREATURE, exoticbirds:pigeon, 12, 2, 5
478, none, still_life:arid_desert, CREATURE, epichunt:goat, 10, 1, 3
480, none, still_life:arid_desert, CREATURE, epichunt:owl, 12, 1, 2
481, none, still_life:arid_desert, AMBIENT, minecraft:bat,80, 8, 8
482, none, still_life:arid_desert, AMBIENT, epichunt:kestrel, 10, 1, 1
483, none, still_life:arid_desert, AMBIENT, epichunt:eagle, 10, 1, 1
484, none, still_life:arid_desert, AMBIENT, epichunt:hawk, 10, 1, 1
485, none, still_life:arid_desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
486, none, still_life:arid_desert, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
487, none, still_life:arid_desert, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
488, none, still_life:arid_desert, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
489, none, still_life:arid_desert, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
490, none, still_life:arid_desert, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
499, none, still_life:arid_desert, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
500, none, still_life:arid_desert, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
501, none, still_life:arid_desert, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
502, none, still_life:arid_desert, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
503, extreme_hills, still_life:arid_highlands, MONSTER, minecraft:spider, 10, 4, 4
504, extreme_hills, still_life:arid_highlands, MONSTER, minecraft:zombie, 10, 4, 4
505, extreme_hills, still_life:arid_highlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
506, extreme_hills, still_life:arid_highlands, MONSTER, minecraft:skeleton, 80, 4, 4
507, extreme_hills, still_life:arid_highlands, MONSTER, minecraft:creeper, 50, 4, 4
508, extreme_hills, still_life:arid_highlands, MONSTER, minecraft:slime, 80, 4, 4
509, extreme_hills, still_life:arid_highlands, MONSTER, minecraft:enderman, 5, 1, 4
510, extreme_hills, still_life:arid_highlands, MONSTER, minecraft:witch, 5, 1, 1
511, extreme_hills, still_life:arid_highlands, MONSTER, minecraft:husk, 80, 4, 5
512, extreme_hills, still_life:arid_highlands, CREATURE, minecraft:rabbit, 12, 2, 3
513, extreme_hills, still_life:arid_highlands, CREATURE, exoticbirds:pigeon, 12, 2, 5
514, extreme_hills, still_life:arid_highlands, CREATURE, epichunt:goat, 10, 1, 3
516, extreme_hills, still_life:arid_highlands, CREATURE, epichunt:owl, 12, 1, 2
517, extreme_hills, still_life:arid_highlands, AMBIENT, minecraft:bat,80, 8, 8
518, extreme_hills, still_life:arid_highlands, AMBIENT, epichunt:kestrel, 10, 1, 1
519, extreme_hills, still_life:arid_highlands, AMBIENT, epichunt:eagle, 10, 1, 1
520, extreme_hills, still_life:arid_highlands, AMBIENT, epichunt:hawk, 10, 1, 1
521, extreme_hills, still_life:arid_highlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
522, extreme_hills, still_life:arid_highlands, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
523, extreme_hills, still_life:arid_highlands, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
524, extreme_hills, still_life:arid_highlands, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
525, extreme_hills, still_life:arid_highlands, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
526, extreme_hills, still_life:arid_highlands, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
535, extreme_hills, still_life:arid_highlands, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
536, extreme_hills, still_life:arid_highlands, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
537, extreme_hills, still_life:arid_highlands, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
538, extreme_hills, still_life:arid_highlands, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
539, badlands, minecraft:badlands, MONSTER, minecraft:spider, 80, 4, 4
540, badlands, minecraft:badlands, MONSTER, minecraft:zombie, 80, 4, 4
541, badlands, minecraft:badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
542, badlands, minecraft:badlands, MONSTER, minecraft:skeleton, 80, 4, 4
543, badlands, minecraft:badlands, MONSTER, minecraft:creeper, 80, 4, 4
544, badlands, minecraft:badlands, MONSTER, minecraft:slime, 80, 4, 4
545, badlands, minecraft:badlands, MONSTER, minecraft:enderman, 5, 1, 4
546, badlands, minecraft:badlands, MONSTER, minecraft:witch, 5, 1, 1
547, badlands, minecraft:badlands, CREATURE, exoticbirds:cassowary, 10, 2, 5
548, badlands, minecraft:badlands, CREATURE, exoticbirds:crane, 10, 2, 5
549, badlands, minecraft:badlands, CREATURE, exoticbirds:ostrich, 10, 2, 5
550, badlands, minecraft:badlands, CREATURE, exoticbirds:pigeon, 12, 2, 5
551, badlands, minecraft:badlands, CREATURE, exoticbirds:roadrunner, 10, 2, 5
552, badlands, minecraft:badlands, CREATURE, epichunt:goat, 10, 1, 3
554, badlands, minecraft:badlands, CREATURE, epichunt:owl, 12, 1, 2
555, badlands, minecraft:badlands, AMBIENT, minecraft:bat,80, 8, 8
556, badlands, minecraft:badlands, AMBIENT, epichunt:kestrel, 10, 1, 1
557, badlands, minecraft:badlands, AMBIENT, epichunt:eagle, 10, 1, 1
558, badlands, minecraft:badlands, AMBIENT, epichunt:hawk, 10, 1, 1
559, badlands, minecraft:badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
560, badlands, minecraft:badlands, WATER_AMBIENT, aquaculture:bayad, 10, 1, 2
561, badlands, minecraft:badlands, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
562, badlands, minecraft:badlands, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
563, badlands, minecraft:badlands, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
564, badlands, minecraft:badlands, WATER_AMBIENT, aquaculture:capitaine, 10, 1, 1
565, badlands, minecraft:badlands, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
566, badlands, minecraft:badlands, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
567, badlands, minecraft:badlands, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
576, badlands, minecraft:badlands, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
577, badlands, minecraft:badlands, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
578, badlands, minecraft:badlands, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
579, badlands, minecraft:badlands, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
580, badlands, minecraft:badlands, WATER_AMBIENT, aquaculture:synodontis, 20, 1, 6
581, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:spider, 80, 4, 4
582, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie, 80, 4, 4
583, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
584, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
585, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:creeper, 80, 4, 4
586, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:slime, 80, 4, 4
587, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:enderman, 5, 1, 4
588, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:witch, 5, 1, 1
589, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:ocelot, 10, 1, 1
590, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:sheep, 12, 4, 4
591, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:pig, 10, 4, 4
592, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:chicken, 10, 4, 4
593, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:cow, 10, 4, 4
594, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:chicken, 10, 4, 4
595, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:parrot, 40, 1, 2
596, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:panda, 80, 1, 2
597, jungle, minecraft:bamboo_jungle, CREATURE, exoticbirds:budgerigar, 10, 2, 5
598, jungle, minecraft:bamboo_jungle, CREATURE, exoticbirds:cassowary, 10, 2, 5
599, jungle, minecraft:bamboo_jungle, CREATURE, exoticbirds:cockatoo, 10, 2, 5
600, jungle, minecraft:bamboo_jungle, CREATURE, exoticbirds:gouldianfinch, 10, 2, 5
601, jungle, minecraft:bamboo_jungle, CREATURE, exoticbirds:hummingbird, 20, 2, 5
602, jungle, minecraft:bamboo_jungle, CREATURE, exoticbirds:kiwi, 10, 2, 5
603, jungle, minecraft:bamboo_jungle, CREATURE, exoticbirds:lyrebird, 10, 2, 5
604, jungle, minecraft:bamboo_jungle, CREATURE, exoticbirds:macaw, 10, 2, 5
605, jungle, minecraft:bamboo_jungle, CREATURE, exoticbirds:peafowl, 10, 2, 5
606, jungle, minecraft:bamboo_jungle, CREATURE, exoticbirds:pelican, 10, 2, 5
607, jungle, minecraft:bamboo_jungle, CREATURE, exoticbirds:pigeon, 12, 2, 5
608, jungle, minecraft:bamboo_jungle, CREATURE, exoticbirds:toucan, 10, 2, 5
609, jungle, minecraft:bamboo_jungle, CREATURE, aquaculture:arrau_turtle, 10, 1, 2
610, jungle, minecraft:bamboo_jungle, CREATURE, epichunt:goat, 10, 1, 3
612, jungle, minecraft:bamboo_jungle, CREATURE, epichunt:owl, 12, 1, 2
613, jungle, minecraft:bamboo_jungle, AMBIENT, minecraft:bat,80, 8, 8
614, jungle, minecraft:bamboo_jungle, AMBIENT, epichunt:kestrel, 10, 1, 1
615, jungle, minecraft:bamboo_jungle, AMBIENT, epichunt:eagle, 10, 1, 1
616, jungle, minecraft:bamboo_jungle, AMBIENT, epichunt:hawk, 10, 1, 1
617, jungle, minecraft:bamboo_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
618, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, aquaculture:arapaima, 10, 1, 1
627, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, aquaculture:piranha, 20, 1, 6
628, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, aquaculture:tambaqui, 10, 1, 2
629, none, still_life:barren_arctic_desert, MONSTER, minecraft:spider, 80, 4, 4
630, none, still_life:barren_arctic_desert, MONSTER, minecraft:zombie, 80, 4, 4
631, none, still_life:barren_arctic_desert, MONSTER, minecraft:zombie_villager, 10, 1, 1
632, none, still_life:barren_arctic_desert, MONSTER, minecraft:skeleton, 10, 4, 4
633, none, still_life:barren_arctic_desert, MONSTER, minecraft:creeper, 80, 4, 4
634, none, still_life:barren_arctic_desert, MONSTER, minecraft:slime, 80, 4, 4
635, none, still_life:barren_arctic_desert, MONSTER, minecraft:enderman, 5, 1, 4
636, none, still_life:barren_arctic_desert, MONSTER, minecraft:witch, 5, 1, 1
637, none, still_life:barren_arctic_desert, MONSTER, minecraft:stray, 80, 4, 4
638, none, still_life:barren_arctic_desert, CREATURE, minecraft:polar_bear, 10, 1, 2
639, none, still_life:barren_arctic_desert, CREATURE, minecraft:fox, 10, 1, 1
640, none, still_life:barren_arctic_desert, CREATURE, exoticbirds:pigeon, 12, 2, 5
641, none, still_life:barren_arctic_desert, AMBIENT, minecraft:bat,80, 8, 8
642, none, still_life:barren_arctic_desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
643, none, still_life:barren_arctic_desert, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
644, none, still_life:barren_arctic_desert, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
645, none, still_life:barren_arctic_desert, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
646, none, still_life:barren_arctic_desert, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
647, none, still_life:barren_arctic_desert, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
656, none, still_life:barren_arctic_desert, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
657, none, still_life:barren_arctic_desert, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
658, none, still_life:barren_arctic_desert, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
659, none, still_life:barren_arctic_desert, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
660, none, still_life:barren_caves, MONSTER, minecraft:spider, 80, 4, 4
661, none, still_life:barren_caves, MONSTER, minecraft:zombie, 80, 4, 4
662, none, still_life:barren_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
663, none, still_life:barren_caves, MONSTER, minecraft:skeleton, 80, 4, 4
664, none, still_life:barren_caves, MONSTER, minecraft:creeper, 80, 4, 4
665, none, still_life:barren_caves, MONSTER, minecraft:slime, 80, 4, 4
666, none, still_life:barren_caves, MONSTER, minecraft:enderman, 5, 1, 4
667, none, still_life:barren_caves, MONSTER, minecraft:witch, 5, 1, 1
668, none, still_life:barren_caves, CREATURE, minecraft:sheep, 12, 4, 4
669, none, still_life:barren_caves, CREATURE, minecraft:pig, 10, 4, 4
670, none, still_life:barren_caves, CREATURE, minecraft:chicken, 10, 4, 4
671, none, still_life:barren_caves, CREATURE, minecraft:cow, 10, 4, 4
672, none, still_life:barren_caves, CREATURE, minecraft:horse, 10, 2, 6
673, none, still_life:barren_caves, CREATURE, minecraft:donkey, 10, 1, 1
674, none, still_life:barren_caves, CREATURE, exoticbirds:pigeon, 12, 2, 5
675, none, still_life:barren_caves, CREATURE, epichunt:goat, 10, 1, 3
677, none, still_life:barren_caves, CREATURE, epichunt:owl, 12, 1, 2
678, none, still_life:barren_caves, AMBIENT, minecraft:bat,80, 8, 8
679, none, still_life:barren_caves, AMBIENT, epichunt:kestrel, 10, 1, 1
680, none, still_life:barren_caves, AMBIENT, epichunt:eagle, 10, 1, 1
681, none, still_life:barren_caves, AMBIENT, epichunt:hawk, 10, 1, 1
